@relation 'bike-share-weka.filters.unsupervised.attribute.Remove-R1-2,4,12,15-16-weka.filters.unsupervised.instance.RemovePercentage-P15.0-V'

@attribute season numeric
@attribute month numeric
@attribute hour numeric
@attribute holiday numeric
@attribute dayofweek numeric
@attribute workingday numeric
@attribute weather numeric
@attribute temp numeric
@attribute humidity numeric
@attribute windspeed numeric
@attribute cnt numeric

@data
2,3,1,0,6,0,1,0.26,0.38,0.2985,27
2,3,2,0,6,0,1,0.22,0.44,0.2239,25
2,3,3,0,6,0,1,0.2,0.47,0.194,9
2,3,4,0,6,0,1,0.22,0.44,0.2239,6
2,3,5,0,6,0,1,0.2,0.51,0.194,8
2,3,6,0,6,0,1,0.18,0.55,0.194,10
2,3,7,0,6,0,1,0.2,0.51,0.194,41
2,3,8,0,6,0,1,0.22,0.44,0.1343,66
2,3,9,0,6,0,1,0.24,0.41,0.1343,100
2,3,10,0,6,0,1,0.26,0.41,0.1642,125
2,3,11,0,6,0,1,0.28,0.38,0.1642,168
2,3,12,0,6,0,1,0.3,0.36,0.194,227
2,3,13,0,6,0,1,0.32,0.33,0.2239,239
2,3,14,0,6,0,1,0.34,0.29,0.2239,216
2,3,15,0,6,0,1,0.34,0.29,0.194,219
2,3,16,0,6,0,1,0.34,0.23,0.194,248
2,3,17,0,6,0,1,0.32,0.24,0.2239,203
2,3,18,0,6,0,2,0.32,0.21,0.1642,153
2,3,19,0,6,0,2,0.28,0.45,0.2537,138
2,3,20,0,6,0,2,0.28,0.45,0.2537,85
2,3,21,0,6,0,2,0.26,0.44,0.194,51
2,3,22,0,6,0,2,0.28,0.41,0.2239,63
2,3,23,0,6,0,2,0.26,0.44,0.2836,41
2,3,0,0,0,0,2,0.26,0.41,0.1642,31
2,3,1,0,0,0,2,0.24,0.52,0.194,20
2,3,2,0,0,0,3,0.22,0.55,0.194,21
2,3,3,0,0,0,3,0.2,0.69,0.2239,14
2,3,4,0,0,0,3,0.18,0.74,0.1642,6
2,3,6,0,0,0,3,0.16,0.86,0.1343,2
2,3,7,0,0,0,3,0.16,0.86,0.1642,7
2,3,8,0,0,0,1,0.2,0.69,0.2239,14
2,3,9,0,0,0,1,0.22,0.55,0.1343,54
2,3,10,0,0,0,2,0.22,0.55,0.2239,86
2,3,11,0,0,0,2,0.24,0.48,0.1642,108
2,3,12,0,0,0,2,0.26,0.44,0.2239,163
2,3,13,0,0,0,1,0.3,0.39,0.2239,147
2,3,14,0,0,0,1,0.32,0.36,0.1642,164
2,3,15,0,0,0,1,0.32,0.36,0.2836,172
2,3,16,0,0,0,1,0.34,0.34,0,143
2,3,17,0,0,0,1,0.32,0.31,0.2537,159
2,3,18,0,0,0,1,0.3,0.33,0.194,137
2,3,19,0,0,0,1,0.3,0.31,0.2239,103
2,3,20,0,0,0,1,0.28,0.36,0.1642,57
2,3,21,0,0,0,1,0.26,0.41,0.1642,36
2,3,22,0,0,0,1,0.26,0.41,0.1642,30
2,3,23,0,0,0,1,0.26,0.44,0.194,19
2,3,0,0,1,1,1,0.22,0.55,0.194,12
2,3,1,0,1,1,1,0.22,0.44,0.194,6
2,3,2,0,1,1,1,0.22,0.44,0.1642,5
2,3,3,0,1,1,1,0.22,0.44,0.1642,2
2,3,5,0,1,1,1,0.18,0.43,0.194,8
2,3,6,0,1,1,1,0.18,0.34,0.2836,40
2,3,7,0,1,1,1,0.2,0.32,0.3284,110
2,3,8,0,1,1,1,0.2,0.34,0.2239,254
2,3,9,0,1,1,2,0.22,0.32,0.2239,121
2,3,10,0,1,1,1,0.24,0.3,0.194,69
2,3,11,0,1,1,2,0.26,0.3,0.2836,57
2,3,12,0,1,1,2,0.26,0.25,0,79
2,3,13,0,1,1,2,0.3,0.24,0.2239,83
2,3,14,0,1,1,1,0.32,0.22,0.2239,80
2,3,15,0,1,1,1,0.32,0.24,0.2836,72
2,3,16,0,1,1,1,0.34,0.23,0.2239,132
2,3,17,0,1,1,1,0.34,0.23,0.2985,252
2,3,18,0,1,1,1,0.32,0.21,0.2836,241
2,3,19,0,1,1,1,0.3,0.22,0.1343,173
2,3,20,0,1,1,1,0.32,0.22,0.1045,112
2,3,21,0,1,1,1,0.32,0.21,0.1343,61
2,3,22,0,1,1,1,0.3,0.22,0.2239,40
2,3,23,0,1,1,1,0.28,0.24,0.2985,19
2,3,0,0,2,1,1,0.26,0.28,0.3284,16
2,3,1,0,2,1,1,0.24,0.32,0.2985,4
2,3,2,0,2,1,1,0.24,0.32,0.2985,3
2,3,3,0,2,1,1,0.24,0.32,0.2985,3
2,3,4,0,2,1,1,0.2,0.44,0.1642,2
2,3,5,0,2,1,1,0.22,0.37,0.2537,8
2,3,6,0,2,1,1,0.22,0.41,0.2985,50
2,3,7,0,2,1,1,0.22,0.41,0.3582,133
2,3,8,0,2,1,1,0.24,0.35,0.3582,287
2,3,9,0,2,1,1,0.28,0.28,0.3881,172
2,3,10,0,2,1,1,0.3,0.24,0.2985,59
2,3,11,0,2,1,2,0.34,0.25,0.3881,81
2,3,12,0,2,1,1,0.34,0.25,0.1642,106
2,3,13,0,2,1,1,0.34,0.25,0.2985,104
2,3,14,0,2,1,1,0.36,0.25,0.2537,86
2,3,15,0,2,1,1,0.38,0.25,0.2239,87
2,3,16,0,2,1,1,0.38,0.22,0.1642,136
2,3,17,0,2,1,1,0.4,0.2,0.1343,299
2,3,18,0,2,1,1,0.36,0.21,0.0896,294
2,3,19,0,2,1,1,0.34,0.23,0.194,190
2,3,20,0,2,1,1,0.36,0.21,0.0896,132
2,3,21,0,2,1,1,0.34,0.42,0,83
2,3,22,0,2,1,1,0.34,0.49,0,55
2,3,23,0,2,1,2,0.32,0.57,0.1045,35
2,3,0,0,3,1,2,0.32,0.57,0,11
2,3,1,0,3,1,1,0.32,0.39,0,10
2,3,2,0,3,1,2,0.32,0.57,0,4
2,3,3,0,3,1,2,0.32,0.49,0,4
2,3,4,0,3,1,2,0.32,0.57,0,1
2,3,5,0,3,1,2,0.3,0.56,0.194,7
2,3,6,0,3,1,2,0.3,0.49,0.1343,48
2,3,7,0,3,1,2,0.32,0.45,0.1045,136
2,3,8,0,3,1,2,0.32,0.49,0.1642,263
2,3,9,0,3,1,2,0.32,0.45,0.2239,154
2,3,10,0,3,1,2,0.34,0.46,0.2239,64
2,3,11,0,3,1,2,0.34,0.46,0.2537,90
2,3,12,0,3,1,2,0.34,0.46,0.1642,80
2,3,13,0,3,1,2,0.36,0.46,0.2239,98
2,3,14,0,3,1,2,0.36,0.46,0.2985,80
2,3,15,0,3,1,3,0.28,0.81,0.2985,70
2,3,16,0,3,1,3,0.28,0.87,0.2537,36
2,3,17,0,3,1,3,0.26,0.93,0.1045,116
2,3,18,0,3,1,2,0.26,0.93,0.2239,85
2,3,19,0,3,1,2,0.26,0.93,0.2239,72
2,3,20,0,3,1,3,0.24,0.93,0.2985,44
2,3,21,0,3,1,2,0.24,0.93,0.2537,27
2,3,22,0,3,1,3,0.24,0.93,0.2239,24
2,3,23,0,3,1,3,0.24,0.93,0.2836,12
2,3,0,0,4,1,3,0.24,0.93,0.2239,3
2,3,1,0,4,1,3,0.24,0.93,0.194,5
2,3,2,0,4,1,3,0.24,0.93,0.194,5
2,3,3,0,4,1,3,0.24,0.93,0.2239,1
2,3,4,0,4,1,3,0.24,0.93,0.2537,2
2,3,5,0,4,1,3,0.24,0.93,0.2239,8
2,3,6,0,4,1,3,0.24,0.93,0.2985,36
2,3,7,0,4,1,3,0.24,0.93,0.2537,92
2,3,8,0,4,1,2,0.24,1,0.2537,192
2,3,9,0,4,1,3,0.26,0.93,0.2537,132
2,3,10,0,4,1,3,0.26,0.93,0.2537,69
2,3,11,0,4,1,3,0.28,0.93,0.194,58
2,3,12,0,4,1,3,0.28,0.93,0.194,90
2,3,13,0,4,1,3,0.3,0.87,0.1343,68
2,3,14,0,4,1,3,0.3,0.87,0.1343,76
2,3,15,0,4,1,3,0.3,0.87,0.2985,65
2,3,16,0,4,1,2,0.3,0.87,0.2537,85
2,3,17,0,4,1,2,0.3,0.87,0.2537,168
2,3,18,0,4,1,2,0.3,0.87,0.1343,177
2,3,19,0,4,1,2,0.3,0.87,0.1343,130
2,3,20,0,4,1,3,0.28,0.93,0.2836,85
2,3,21,0,4,1,2,0.28,0.93,0.1642,60
2,3,22,0,4,1,3,0.28,0.93,0.2537,51
2,3,23,0,4,1,3,0.26,1,0.1642,27
2,4,0,0,5,1,3,0.26,1,0.1642,6
2,4,1,0,5,1,3,0.26,1,0.1642,4
2,4,2,0,5,1,3,0.26,0.93,0.194,7
2,4,3,0,5,1,2,0.24,0.93,0.2537,4
2,4,4,0,5,1,2,0.24,0.93,0.2537,3
2,4,5,0,5,1,3,0.24,0.93,0.2239,12
2,4,6,0,5,1,3,0.24,0.93,0.2239,28
2,4,7,0,5,1,3,0.24,0.93,0,95
2,4,8,0,5,1,2,0.26,0.87,0.2537,206
2,4,9,0,5,1,1,0.32,0.7,0.3582,173
2,4,10,0,5,1,1,0.32,0.66,0.2836,75
2,4,11,0,5,1,1,0.32,0.61,0.3582,89
2,4,12,0,5,1,1,0.34,0.53,0.3582,95
2,4,13,0,5,1,1,0.36,0.5,0.3582,110
2,4,14,0,5,1,2,0.36,0.46,0.3582,87
2,4,15,0,5,1,1,0.34,0.46,0.4179,111
2,4,16,0,5,1,1,0.34,0.46,0.4179,167
2,4,17,0,5,1,1,0.34,0.46,0.3284,281
2,4,18,0,5,1,1,0.34,0.46,0.3284,241
2,4,19,0,5,1,1,0.34,0.49,0.3284,136
2,4,20,0,5,1,1,0.32,0.53,0.194,77
2,4,21,0,5,1,1,0.32,0.53,0.1343,93
2,4,22,0,5,1,1,0.3,0.56,0.1642,74
2,4,23,0,5,1,1,0.3,0.61,0.0896,53
2,4,0,0,6,0,2,0.3,0.61,0,32
2,4,1,0,6,0,1,0.26,0.65,0.1343,32
2,4,2,0,6,0,1,0.24,0.75,0.1343,21
2,4,3,0,6,0,1,0.24,0.7,0.1642,9
2,4,4,0,6,0,1,0.24,0.7,0.1642,5
2,4,5,0,6,0,2,0.24,0.75,0.1642,5
2,4,6,0,6,0,1,0.26,0.7,0.1045,12
2,4,7,0,6,0,2,0.26,0.7,0.1045,18
2,4,8,0,6,0,1,0.3,0.7,0.1045,55
2,4,9,0,6,0,2,0.34,0.66,0.1045,87
2,4,10,0,6,0,2,0.36,0.57,0.1642,154
2,4,11,0,6,0,2,0.4,0.47,0.1642,198
2,4,12,0,6,0,3,0.32,0.81,0.1343,184
2,4,13,0,6,0,1,0.34,0.81,0.1343,137
2,4,14,0,6,0,3,0.32,0.76,0.3284,190
2,4,15,0,6,0,3,0.34,0.76,0.3881,136
2,4,16,0,6,0,1,0.38,0.62,0.3284,196
2,4,17,0,6,0,1,0.38,0.54,0.3582,184
2,4,18,0,6,0,1,0.38,0.54,0.194,179
2,4,19,0,6,0,1,0.36,0.53,0.3582,148
2,4,20,0,6,0,1,0.34,0.53,0.2836,85
2,4,21,0,6,0,1,0.32,0.61,0.2537,77
2,4,22,0,6,0,1,0.32,0.61,0.2985,55
2,4,23,0,6,0,1,0.32,0.61,0.1642,53
2,4,0,0,0,0,1,0.3,0.65,0.194,39
2,4,1,0,0,0,1,0.3,0.61,0.1045,34
2,4,2,0,0,0,1,0.26,0.7,0.1343,24
2,4,3,0,0,0,1,0.3,0.61,0,11
2,4,4,0,0,0,1,0.28,0.7,0.0896,3
2,4,5,0,0,0,1,0.28,0.65,0.2239,5
2,4,6,0,0,0,1,0.28,0.65,0.194,33
2,4,7,0,0,0,1,0.32,0.57,0.2239,33
2,4,8,0,0,0,1,0.34,0.57,0.1642,62
2,4,9,0,0,0,1,0.36,0.5,0.4925,142
2,4,10,0,0,0,1,0.4,0.43,0.4179,215
2,4,11,0,0,0,1,0.42,0.41,0.2537,243
2,4,12,0,0,0,1,0.44,0.38,0.2836,313
2,4,13,0,0,0,1,0.44,0.33,0.2985,367
2,4,14,0,0,0,1,0.46,0.31,0.1343,349
2,4,15,0,0,0,2,0.46,0.33,0,292
2,4,16,0,0,0,2,0.46,0.31,0.194,303
2,4,17,0,0,0,2,0.46,0.28,0.1343,274
2,4,18,0,0,0,2,0.46,0.31,0,172
2,4,19,0,0,0,2,0.42,0.44,0.194,144
2,4,20,0,0,0,3,0.42,0.41,0.2239,79
2,4,21,0,0,0,2,0.42,0.44,0.2239,45
2,4,22,0,0,0,1,0.4,0.43,0.1045,36
2,4,23,0,0,0,1,0.4,0.5,0.0896,31
2,4,0,0,1,1,1,0.4,0.5,0.2239,6
2,4,1,0,1,1,1,0.4,0.56,0.3582,11
2,4,2,0,1,1,1,0.38,0.66,0.2537,2
2,4,3,0,1,1,1,0.38,0.66,0.2836,1
2,4,4,0,1,1,1,0.38,0.71,0.2985,2
2,4,5,0,1,1,1,0.4,0.62,0.2537,7
2,4,6,0,1,1,1,0.42,0.58,0.2836,46
2,4,7,0,1,1,2,0.44,0.54,0.2537,157
2,4,8,0,1,1,2,0.46,0.55,0.2985,339
2,4,9,0,1,1,2,0.5,0.51,0.3881,158
2,4,10,0,1,1,2,0.54,0.45,0.3582,90
2,4,11,0,1,1,1,0.6,0.4,0.3881,124
2,4,12,0,1,1,1,0.64,0.36,0.4627,157
2,4,13,0,1,1,1,0.68,0.34,0.3284,139
2,4,14,0,1,1,2,0.74,0.27,0.4925,123
2,4,15,0,1,1,1,0.76,0.23,0.5522,143
2,4,16,0,1,1,1,0.76,0.22,0.5224,189
2,4,17,0,1,1,1,0.74,0.23,0.6119,366
2,4,18,0,1,1,2,0.72,0.23,0.4925,386
2,4,19,0,1,1,1,0.7,0.24,0.4627,278
2,4,20,0,1,1,2,0.7,0.24,0.5522,173
2,4,21,0,1,1,2,0.7,0.3,0.4478,95
2,4,22,0,1,1,2,0.68,0.36,0.4627,75
2,4,23,0,1,1,2,0.64,0.47,0.2239,48
2,4,0,0,2,1,1,0.62,0.5,0.1045,22
2,4,1,0,2,1,3,0.62,0.57,0.4179,15
2,4,2,0,2,1,2,0.54,0.73,0.3284,5
2,4,3,0,2,1,2,0.54,0.73,0.3284,4
2,4,4,0,2,1,3,0.5,0.88,0.4925,2
2,4,5,0,2,1,3,0.46,0.94,0.2985,5
2,4,6,0,2,1,2,0.48,0.88,0.3284,38
2,4,7,0,2,1,2,0.48,0.88,0.3284,134
2,4,8,0,2,1,3,0.38,0.87,0.5821,157
2,4,9,0,2,1,3,0.36,0.87,0.4925,46
2,4,10,0,2,1,3,0.34,0.81,0.3881,28
2,4,11,0,2,1,3,0.32,0.81,0.4478,19
2,4,12,0,2,1,2,0.34,0.71,0.3881,38
2,4,13,0,2,1,2,0.36,0.63,0.4179,56
2,4,14,0,2,1,2,0.36,0.57,0.4925,76
2,4,15,0,2,1,1,0.4,0.46,0.4627,68
2,4,16,0,2,1,1,0.38,0.46,0.4179,130
2,4,17,0,2,1,1,0.42,0.38,0.4179,273
2,4,18,0,2,1,1,0.38,0.4,0.4925,267
2,4,19,0,2,1,1,0.36,0.43,0.2985,160
2,4,20,0,2,1,1,0.34,0.46,0.2836,91
2,4,21,0,2,1,1,0.34,0.46,0.5224,89
2,4,22,0,2,1,1,0.32,0.49,0.2985,46
2,4,23,0,2,1,1,0.3,0.49,0.2836,26
2,4,0,0,3,1,1,0.3,0.49,0.1045,15
2,4,1,0,3,1,1,0.26,0.6,0.1343,2
2,4,2,0,3,1,1,0.24,0.7,0.1343,5
2,4,3,0,3,1,1,0.26,0.6,0.1343,4
2,4,4,0,3,1,1,0.24,0.65,0.1343,1
2,4,5,0,3,1,1,0.24,0.7,0.1045,13
2,4,6,0,3,1,1,0.24,0.7,0.1045,56
2,4,7,0,3,1,1,0.26,0.65,0.1045,133
2,4,8,0,3,1,1,0.32,0.61,0.2239,325
2,4,9,0,3,1,1,0.36,0.46,0.2537,165
2,4,10,0,3,1,1,0.4,0.37,0.3881,69
2,4,11,0,3,1,1,0.42,0.38,0.3881,93
2,4,12,0,3,1,1,0.44,0.41,0.2537,134
2,4,13,0,3,1,1,0.46,0.38,0.4925,112
2,4,14,0,3,1,1,0.5,0.34,0.4179,115
2,4,15,0,3,1,1,0.52,0.32,0.3284,117
2,4,16,0,3,1,1,0.54,0.28,0.4179,169
2,4,17,0,3,1,1,0.52,0.32,0.4478,356
2,4,18,0,3,1,1,0.52,0.29,0.3582,325
2,4,19,0,3,1,1,0.5,0.31,0.2985,232
2,4,20,0,3,1,1,0.46,0.51,0.2239,141
2,4,21,0,3,1,1,0.46,0.41,0.2836,102
2,4,22,0,3,1,1,0.46,0.41,0.2836,84
2,4,23,0,3,1,1,0.46,0.41,0.2985,40
2,4,0,0,4,1,1,0.46,0.41,0.2836,20
2,4,1,0,4,1,1,0.42,0.47,0.1343,13
2,4,2,0,4,1,1,0.42,0.54,0,7
2,4,3,0,4,1,1,0.36,0.66,0.194,3
2,4,4,0,4,1,1,0.34,0.76,0.194,1
2,4,5,0,4,1,1,0.34,0.76,0.2239,6
2,4,6,0,4,1,1,0.32,0.81,0.2537,64
2,4,7,0,4,1,2,0.34,0.76,0.1642,160
2,4,8,0,4,1,1,0.36,0.76,0.194,314
2,4,9,0,4,1,2,0.4,0.66,0.1343,170
2,4,10,0,4,1,2,0.42,0.67,0.1045,95
2,4,11,0,4,1,2,0.46,0.55,0,122
2,4,12,0,4,1,2,0.46,0.55,0,153
2,4,13,0,4,1,2,0.52,0.48,0.0896,135
2,4,14,0,4,1,1,0.56,0.43,0.0896,157
2,4,15,0,4,1,1,0.6,0.38,0.1045,160
2,4,16,0,4,1,1,0.6,0.35,0,213
2,4,17,0,4,1,1,0.52,0.52,0.2836,343
2,4,18,0,4,1,1,0.48,0.55,0.2537,333
2,4,19,0,4,1,1,0.46,0.59,0.2985,226
2,4,20,0,4,1,1,0.44,0.62,0.1642,203
2,4,21,0,4,1,2,0.44,0.67,0.2836,108
2,4,22,0,4,1,2,0.4,0.76,0.194,81
2,4,23,0,4,1,1,0.38,0.76,0.2537,54
2,4,0,0,5,1,2,0.36,0.76,0.2239,25
2,4,1,0,5,1,2,0.34,0.76,0.1343,9
2,4,2,0,5,1,3,0.34,0.76,0.1642,13
2,4,3,0,5,1,3,0.34,0.76,0.1642,1
2,4,4,0,5,1,2,0.34,0.86,0.1343,1
2,4,5,0,5,1,2,0.32,0.87,0.194,9
2,4,6,0,5,1,2,0.34,0.87,0,35
2,4,7,0,5,1,3,0.34,0.87,0.1642,113
2,4,8,0,5,1,3,0.34,0.87,0.1642,221
2,4,9,0,5,1,2,0.36,0.76,0.194,185
2,4,10,0,5,1,2,0.36,0.71,0.2836,73
2,4,11,0,5,1,2,0.4,0.62,0.3881,98
2,4,12,0,5,1,3,0.38,0.66,0.2239,80
2,4,13,0,5,1,3,0.36,0.76,0.2836,42
2,4,14,0,5,1,3,0.34,0.87,0.2239,15
2,4,15,0,5,1,3,0.34,0.87,0.2239,25
2,4,16,0,5,1,2,0.32,0.93,0.2537,60
2,4,17,0,5,1,3,0.32,0.93,0.2537,148
2,4,18,0,5,1,3,0.32,0.93,0.2537,62
2,4,19,0,5,1,3,0.3,0.93,0.4179,53
2,4,20,0,5,1,2,0.3,0.93,0.3284,63
2,4,21,0,5,1,2,0.3,0.93,0.2537,54
2,4,22,0,5,1,2,0.3,0.93,0.2985,51
2,4,23,0,5,1,2,0.3,0.93,0.2239,35
2,4,0,0,6,0,2,0.3,0.87,0.2239,31
2,4,1,0,6,0,2,0.3,0.87,0.1343,20
2,4,2,0,6,0,2,0.32,0.87,0.2239,17
2,4,3,0,6,0,3,0.3,1,0.2537,14
2,4,4,0,6,0,3,0.3,1,0.2537,3
2,4,5,0,6,0,2,0.3,0.93,0.2239,5
2,4,6,0,6,0,2,0.3,0.93,0.194,13
2,4,7,0,6,0,2,0.3,0.93,0.1642,21
2,4,8,0,6,0,2,0.32,0.93,0.1642,54
2,4,9,0,6,0,2,0.34,0.87,0.1045,98
2,4,10,0,6,0,2,0.34,0.87,0.1343,133
2,4,11,0,6,0,2,0.36,0.81,0,142
2,4,12,0,6,0,2,0.36,0.81,0.1343,202
2,4,13,0,6,0,2,0.36,0.81,0,222
2,4,14,0,6,0,2,0.36,0.81,0.1343,212
2,4,15,0,6,0,2,0.36,0.87,0,201
2,4,16,0,6,0,2,0.38,0.82,0,191
2,4,17,0,6,0,2,0.38,0.82,0.0896,257
2,4,18,0,6,0,2,0.38,0.82,0.1045,177
2,4,19,0,6,0,2,0.38,0.82,0.1343,130
2,4,20,0,6,0,2,0.38,0.87,0.1642,93
2,4,21,0,6,0,2,0.36,0.93,0.1343,75
2,4,22,0,6,0,2,0.36,0.93,0.1343,87
2,4,23,0,6,0,2,0.38,0.87,0.0896,57
2,4,0,0,0,0,2,0.38,0.87,0.0896,53
2,4,1,0,0,0,2,0.38,0.87,0.1343,37
2,4,2,0,0,0,2,0.38,0.87,0.0896,36
2,4,3,0,0,0,2,0.38,0.87,0.1343,16
2,4,4,0,0,0,2,0.36,0.93,0.1045,5
2,4,5,0,0,0,2,0.36,0.93,0.0896,4
2,4,6,0,0,0,2,0.36,0.93,0.0896,4
2,4,7,0,0,0,2,0.36,1,0.0896,10
2,4,8,0,0,0,2,0.38,0.94,0.0896,55
2,4,9,0,0,0,2,0.38,0.94,0.1343,81
2,4,10,0,0,0,2,0.4,0.87,0,150
2,4,11,0,0,0,2,0.4,0.87,0.1343,202
2,4,12,0,0,0,2,0.42,0.88,0.1343,230
2,4,13,0,0,0,1,0.46,0.82,0.1045,263
2,4,14,0,0,0,1,0.5,0.72,0.194,281
2,4,15,0,0,0,1,0.5,0.77,0.2239,297
2,4,16,0,0,0,2,0.52,0.72,0.1642,288
2,4,17,0,0,0,2,0.52,0.72,0.194,236
2,4,18,0,0,0,1,0.5,0.77,0.194,240
2,4,19,0,0,0,1,0.5,0.77,0.194,131
2,4,20,0,0,0,1,0.46,0.82,0.1343,92
2,4,21,0,0,0,1,0.44,0.88,0.194,95
2,4,22,0,0,0,1,0.44,0.94,0.2537,57
2,4,23,0,0,0,1,0.46,0.88,0.3582,32
2,4,0,0,1,1,1,0.48,0.88,0.3284,23
2,4,1,0,1,1,1,0.46,0.94,0.2836,4
2,4,2,0,1,1,1,0.46,0.94,0.2836,9
2,4,4,0,1,1,1,0.46,0.94,0.194,1
2,4,5,0,1,1,1,0.46,0.94,0.194,13
2,4,6,0,1,1,2,0.46,1,0.2239,61
2,4,7,0,1,1,2,0.5,0.88,0.2239,176
2,4,8,0,1,1,2,0.52,0.88,0.2836,314
2,4,9,0,1,1,2,0.56,0.83,0.2836,165
2,4,10,0,1,1,2,0.56,0.83,0.2985,96
2,4,11,0,1,1,2,0.6,0.73,0.2985,104
2,4,12,0,1,1,2,0.6,0.73,0.3284,134
2,4,13,0,1,1,2,0.64,0.69,0.4179,139
2,4,14,0,1,1,2,0.72,0.54,0.3582,145
2,4,15,0,1,1,1,0.74,0.48,0.5224,141
2,4,16,0,1,1,1,0.74,0.48,0.5224,235
2,4,17,0,1,1,1,0.74,0.48,0.5224,452
2,4,18,0,1,1,1,0.72,0.51,0.3881,383
2,4,19,0,1,1,1,0.72,0.51,0.4478,284
2,4,20,0,1,1,1,0.68,0.57,0.5224,166
2,4,21,0,1,1,1,0.66,0.61,0.2537,158
2,4,22,0,1,1,2,0.64,0.5,0.2836,91
2,4,23,0,1,1,3,0.58,0.6,0,54
2,4,0,0,2,1,2,0.62,0.5,0.1045,24
2,4,1,0,2,1,2,0.62,0.5,0.0896,13
2,4,2,0,2,1,2,0.6,0.53,0.1343,14
2,4,3,0,2,1,2,0.58,0.56,0.1343,1
2,4,4,0,2,1,2,0.56,0.64,0.1343,6
2,4,5,0,2,1,2,0.54,0.68,0.1343,16
2,4,6,0,2,1,2,0.54,0.68,0.2836,58
2,4,7,0,2,1,2,0.54,0.68,0.2239,189
2,4,8,0,2,1,3,0.48,0.88,0.3881,226
2,4,9,0,2,1,3,0.46,0.94,0.4925,54
2,4,10,0,2,1,3,0.5,0.82,0.4179,40
2,4,11,0,2,1,1,0.52,0.77,0.3582,49
2,4,12,0,2,1,2,0.56,0.64,0.4627,92
2,4,13,0,2,1,3,0.54,0.68,0.2836,106
2,4,14,0,2,1,2,0.5,0.82,0.2836,44
2,4,15,0,2,1,2,0.48,0.77,0.5224,78
2,4,16,0,2,1,2,0.48,0.77,0.3881,99
2,4,17,0,2,1,3,0.44,0.77,0.2239,291
2,4,18,0,2,1,3,0.44,0.77,0.2239,224
2,4,19,0,2,1,2,0.42,0.82,0.2836,130
2,4,20,0,2,1,2,0.42,0.82,0.2836,103
2,4,21,0,2,1,2,0.42,0.82,0.194,84
2,4,22,0,2,1,2,0.4,0.94,0.2985,54
2,4,23,0,2,1,2,0.4,0.94,0.2537,39
2,4,0,0,3,1,2,0.4,1,0.2985,15
2,4,1,0,3,1,2,0.4,1,0.2985,1
2,4,2,0,3,1,3,0.4,1,0.2985,2
2,4,3,0,3,1,3,0.4,0.94,0.3284,2
2,4,4,0,3,1,3,0.4,0.94,0.3284,3
2,4,5,0,3,1,3,0.38,0.94,0.2537,5
2,4,6,0,3,1,3,0.38,0.94,0.2239,34
2,4,7,0,3,1,3,0.36,1,0.2239,70
2,4,8,0,3,1,3,0.38,0.94,0.194,164
2,4,9,0,3,1,2,0.38,0.94,0.2239,65
2,4,10,0,3,1,2,0.4,0.87,0.194,46
2,4,11,0,3,1,2,0.42,0.82,0.194,61
2,4,12,0,3,1,3,0.42,0.82,0.2537,95
2,4,13,0,3,1,2,0.44,0.77,0.194,61
2,4,14,0,3,1,2,0.42,0.77,0.2537,106
2,4,15,0,3,1,2,0.44,0.72,0.2836,81
2,4,16,0,3,1,1,0.46,0.67,0.2836,142
2,4,17,0,3,1,1,0.46,0.67,0.2985,309
2,4,18,0,3,1,1,0.44,0.62,0.3881,321
2,4,19,0,3,1,1,0.44,0.62,0.2537,175
2,4,20,0,3,1,1,0.44,0.62,0.2537,126
2,4,21,0,3,1,1,0.42,0.67,0.1642,117
2,4,22,0,3,1,1,0.42,0.67,0.194,99
2,4,23,0,3,1,1,0.4,0.71,0.1343,62
2,4,0,0,4,1,1,0.38,0.76,0.1343,21
2,4,1,0,4,1,1,0.38,0.76,0.2239,10
2,4,2,0,4,1,1,0.36,0.76,0.1343,3
2,4,3,0,4,1,1,0.34,0.81,0.1343,2
2,4,4,0,4,1,1,0.34,0.76,0,9
2,4,5,0,4,1,1,0.34,0.76,0.0896,14
2,4,6,0,4,1,1,0.34,0.76,0.1045,70
2,4,7,0,4,1,1,0.38,0.66,0,193
2,4,8,0,4,1,1,0.42,0.58,0.1642,337
2,4,9,0,4,1,1,0.46,0.51,0.1343,170
2,4,10,0,4,1,1,0.5,0.51,0.194,89
2,4,11,0,4,1,1,0.52,0.45,0.1642,115
2,4,12,0,4,1,1,0.54,0.42,0.1343,145
2,4,13,0,4,1,1,0.56,0.37,0.2239,159
2,4,14,0,4,1,1,0.56,0.35,0.0896,137
2,4,15,0,4,1,1,0.6,0.31,0.0896,142
2,4,16,0,4,1,1,0.6,0.26,0.1045,202
2,4,17,0,4,1,1,0.6,0.28,0,388
2,4,18,0,4,1,1,0.56,0.3,0,337
2,4,19,0,4,1,1,0.54,0.32,0,259
2,4,20,0,4,1,1,0.5,0.51,0.194,169
2,4,21,0,4,1,1,0.46,0.63,0.1343,145
2,4,22,0,4,1,1,0.48,0.55,0.1045,104
2,4,23,0,4,1,1,0.46,0.59,0.1045,47
2,4,0,1,5,0,1,0.44,0.67,0,27
2,4,1,1,5,0,1,0.44,0.62,0,15
2,4,2,1,5,0,1,0.4,0.76,0,18
2,4,3,1,5,0,1,0.4,0.76,0,3
2,4,4,1,5,0,1,0.38,0.82,0.0896,3
2,4,5,1,5,0,1,0.36,0.81,0.1045,13
